id,text,startTime,endTime,Character,Location,Time,Plot arc
507,涙、何で。,"00:37:52,210","00:37:54,980",たき,東京,"Past 1, 10/3",Tears
508,奥寺先輩、,"00:37:59,940","00:38:01,840",たき,東京,"Past 1, 10/3",
509,何の事？,"00:38:01,840","00:38:03,650",たき,東京,"Past 1, 10/3",
510,あ、まさかまた三葉が。,"00:38:03,650","00:38:06,620",たき,東京,"Past 1, 10/3",
511,デート。,"00:38:08,440","00:38:09,580",たき,東京,"Past 1, 10/3",
512,明日は奥寺先輩と東京デート。,"00:38:16,500","00:38:20,280",みつは,東京,"Past 1, 10/3",
513,駅前待ち合わせ１０時半。,"00:38:20,280","00:38:23,800",みつは,田舎,"Past 2, 10/3",Scene change
514,の、はずやったのにな。,"00:38:23,800","00:38:28,180",みつは,田舎,"Past 2, 10/3",
515,瀧君。,"00:38:41,240","00:38:42,540",奥寺,東京,"Past 1, 10/3",
516,あ。,"00:38:42,540","00:38:43,470",たき,東京,"Past 1, 10/3",
517,ごめん、待った？,"00:38:43,470","00:38:45,470",奥寺,東京,"Past 1, 10/3",
518,はい、いや。,"00:38:45,710","00:38:47,490",たき,東京,"Past 1, 10/3",
519,あ、あのえっと。,"00:38:47,490","00:38:50,350",たき,東京,"Past 1, 10/3",
520,今きたとこっす。,"00:38:57,600","00:38:58,940",たき,東京,"Past 1, 10/3",
521,よかった、行こうか。,"00:38:58,940","00:39:02,110",奥寺,東京,"Past 1, 10/3",
522,いいな、今頃二人は一緒か。,"00:39:03,060","00:39:06,760",みつは,田舎,"Past 2, 10/3",Scene change
523,あれ、,"00:39:10,650","00:39:13,070",みつは,田舎,"Past 2, 10/3",String
524,私、何で。,"00:39:15,640","00:39:19,170",みつは,田舎,"Past 2, 10/3",Tears
525,私が行きたいデートやけど、,"00:39:25,940","00:39:28,480",みつは,東京,"Past 1, 10/3",
526,もし不本意にも瀧君になちゃったとしたら、,"00:39:28,480","00:39:31,460",みつは,東京,"Past 1, 10/3",
527,ありがたく、楽しんでくる事。,"00:39:31,460","00:39:34,780",みつは,東京,"Past 1, 10/3",Mituha's string
528,とはいえ、どうせ君はデート何でした事ないでしょうから。,"00:39:37,960","00:39:42,890",みつは,東京,"Past 1, 10/3",
529,会話が全然続かねぇ。,"00:39:44,600","00:39:46,880",たき,東京,"Past 1, 10/3",
530,だから以下、奥手な君を助けるための厳選リンク集。,"00:39:46,880","00:39:51,290",みつは,東京,"Past 1, 10/3",
531,え、マジか。,"00:39:51,290","00:39:53,290",たき,東京,"Past 1, 10/3",
532,バカにしやがって。,"00:40:00,090","00:40:02,380",たき,東京,"Past 1, 10/3",Mituha's string
533,瀧君ってさ、,"00:40:30,880","00:40:33,120",奥寺,東京,"Past 1, 10/3",
534,今日は何だか別人みたいね。,"00:40:33,120","00:40:37,240",奥寺,東京,"Past 1, 10/3",
535,あの先輩、腹減りませんか。,"00:40:46,170","00:40:49,920",たき,東京,"Past 1, 10/3",
536,晩飯とか。,"00:40:49,920","00:40:51,770",たき,東京,"Past 1, 10/3",
537,へへ、今日は解散にしようか。,"00:40:51,770","00:40:54,690",奥寺,東京,"Past 1, 10/3",
538,え、はい。,"00:40:54,690","00:40:56,690",たき,東京,"Past 1, 10/3",
539,瀧君って、違ってたらごめんね。,"00:40:57,640","00:41:00,740",奥寺,東京,"Past 1, 10/3",
540,はい。,"00:41:00,740","00:41:01,850",たき,東京,"Past 1, 10/3",
541,君は昔私の事がちょっと好きだったでしょう。,"00:41:01,850","00:41:06,240",奥寺,東京,"Past 1, 10/3",
542,え。,"00:41:06,240","00:41:06,880",たき,東京,"Past 1, 10/3",Mituha's string
543,そして今は別の好きな子がいるでしょう。,"00:41:07,320","00:41:10,590",奥寺,東京,"Past 1, 10/3",
544,えええ？,"00:41:10,590","00:41:12,580",たき,東京,"Past 1, 10/3",Mituha's string
545,いませんよ。,"00:41:12,580","00:41:15,300",たき,東京,"Past 1, 10/3",Mituha's string
545,本当？,"00:41:12,580","00:41:15,300",奥寺,東京,"Past 1, 10/3",
546,いないっす、全然違います。,"00:41:15,300","00:41:18,060",たき,東京,"Past 1, 10/3",Mituha's string
547,本当かな。,"00:41:18,060","00:41:20,480",奥寺,東京,"Past 1, 10/3",Mituha's string
548,まぁ、いいや。今日はありがとう。またバイトでね。,"00:41:20,480","00:41:24,600",奥寺,東京,"Past 1, 10/3",
549,デートが終わる頃には、,"00:41:38,570","00:41:40,570",みつは,東京,"Past 1, 10/3",
550,ちょうど空に彗星が見えるね。,"00:41:40,570","00:41:44,540",みつは,東京,"Past 1, 10/3",Comet
551,何言ってんだ、こいつ。,"00:41:46,320","00:41:50,760",たき,東京,"Past 1, 10/3",
552,何だ、てしか。,"00:42:18,530","00:42:21,370",みつは,田舎,"Past 2, 10/4",Scene change
553,ううん、何となくサボってまただけ。,"00:42:22,290","00:42:26,000",みつは,田舎,"Past 2, 10/4",
554,元気やよ。,"00:42:26,000","00:42:28,000",みつは,田舎,"Past 2, 10/4",
555,え、お祭り。あ、そっか。,"00:42:28,000","00:42:33,130",みつは,田舎,"Past 2, 10/4",
556,彗星、今日が一番明るく見えるやっけ。,"00:42:33,130","00:42:37,850",みつは,田舎,"Past 2, 10/4",
557,うん。わかった、後でね。,"00:42:37,850","00:42:42,770",みつは,田舎,"Past 2, 10/4",
558,あんたさ、三葉の浴衣、期待しとるやね。,"00:42:42,770","00:42:46,920",さち,田舎,"Past 2, 10/4",Scene change
559,し、しとらんわ。ってか、考えませんかってば。,"00:42:46,920","00:42:51,220",テッシー,田舎,"Past 2, 10/4",
560,うん。何かあいつ声暗かったぜ。,"00:42:52,110","00:42:55,390",テッシー,田舎,"Past 2, 10/4",
561,あんたの電話が嫌やったやろう。,"00:42:55,390","00:42:57,390",さち,田舎,"Past 2, 10/4",
562,お前な。,"00:42:57,390","00:42:58,850",テッシー,田舎,"Past 2, 10/4",
562,へへへ。,"00:42:57,390","00:42:58,850",さち,田舎,"Past 2, 10/4",
563,おまたせ。,"00:42:58,850","00:43:00,050",みつは,田舎,"Past 2, 10/4",
563,あ、きた。,"00:42:58,850","00:43:00,050",さち,田舎,"Past 2, 10/4",
564,遅えよ。え。,"00:43:00,050","00:43:02,480",テッシー,田舎,"Past 2, 10/4",
565,ちょっと、どうしたの、三葉。,"00:43:02,480","00:43:06,940",さち,田舎,"Past 2, 10/4",Haircut
566,か、髪が。,"00:43:06,940","00:43:08,940",テッシー,田舎,"Past 2, 10/4",Haircut
567,え、やっぱ変かな。,"00:43:08,940","00:43:13,140",さち,田舎,"Past 2, 10/4",Haircut
568,やっぱ男関係何かな、失恋とか。,"00:43:20,440","00:43:24,760",テッシー,田舎,"Past 2, 10/4",
569,男子ってすぐ恋愛に結びつけだな。,"00:43:24,760","00:43:28,040",さち,田舎,"Past 2, 10/4",
570,なんとなく切っただけだやっていっとたのに。,"00:43:28,040","00:43:30,270",さち,田舎,"Past 2, 10/4",
571,そうか、なんとなくあんなに切らんやろう。,"00:43:30,270","00:43:34,970",テッシー,田舎,"Past 2, 10/4",
572,なな、見えるよ。,"00:43:34,970","00:43:38,290",みつは,田舎,"Past 2, 10/4",
573,すげぇ。は。,"00:43:55,170","00:43:57,230",テッシー,田舎,"Past 2, 10/4",Comet // Bell chime
574,おかけになった電話は電波の届かない場所にいらっしゃいた。,"00:44:15,500","00:44:19,730",電話,東京,"Past 1, 10/3",Scene change
575,電源が入っ・・・,"00:44:19,730","00:44:21,490",電話,東京,"Past 1, 10/3",
576,さんざんだったデートの結果は、,"00:44:23,680","00:44:26,060",たき,東京,"Past 1, 10/3",
577,次に入れ替わった時に伝えればいい。,"00:44:26,060","00:44:28,980",たき,東京,"Past 1, 10/3",
578,そう思った。,"00:44:28,980","00:44:30,980",たき,東京,"Past 1, 10/3",
579,でも、何故かもう二度と、,"00:44:30,980","00:44:34,560",たき,東京,"Past 1, 10/3",
580,俺と三葉の入れ替わりは、,"00:44:34,560","00:44:38,100",たき,東京,"Past 1, 10/3",
581,起きなかった。,"00:44:38,100","00:44:40,100",たき,東京,"Past 1, 10/3",
582,な、何で？,"00:46:32,430","00:46:35,100",たき,東京,"Past 1, 10/20",Scene change // sketching // scene change // Mituha's string
583,こんなとこにいるんですか？,"00:46:35,100","00:46:37,960",奥寺,東京,"Past 1, 10/20",
584,へへへ。司君に聞いて、来ちゃった。,"00:46:37,960","00:46:42,600",たき,東京,"Past 1, 10/20",Door
585,司てめえ。,"00:46:46,140","00:46:48,190",たき,東京,"Past 1, 10/20",
586,俺が頼んだのは親へのアリバイとバイトのシフトだろう。,"00:46:48,190","00:46:51,920",司,東京,"Past 1, 10/20",
587,バイトは高木に頼んだ。,"00:46:51,920","00:46:53,460",しんた,東京,"Past 1, 10/20",
588,任せとけ。でも飯おごれよ。,"00:46:53,460","00:46:56,830",しんた,東京,"Past 1, 10/20",
589,どいつもこいつも。,"00:46:56,830","00:46:58,680",たき,東京,"Past 1, 10/20",
590,お前が心配できたんだよ。,"00:46:58,680","00:47:00,880",司,東京,"Past 1, 10/20",
591,ほっとけないだろう。,"00:47:00,970","00:47:02,360",司,東京,"Past 1, 10/20",
592,美人局とか出できたらどうすんだ？,"00:47:02,360","00:47:04,240",司,東京,"Past 1, 10/20",
593,美人局。,"00:47:04,240","00:47:05,530",司,東京,"Past 1, 10/20",
594,瀧君、メル友に会いに行くんだっけ。,"00:47:05,530","00:47:07,940",奥寺,東京,"Past 1, 10/20",
595,いえ、メル友っていうか、そりゃ方言で。,"00:47:07,940","00:47:10,250",たき,東京,"Past 1, 10/20",
596,ぶっちゃけて愛。,"00:47:10,250","00:47:13,380",司,東京,"Past 1, 10/20",
596,違うよ。,"00:47:10,250","00:47:13,380",たき,東京,"Past 1, 10/20",
597,お前最近やけに危なかしいからな。,"00:47:13,380","00:47:16,060",司,東京,"Past 1, 10/20",
598,離れて見ててやるから。,"00:47:16,060","00:47:19,740",司,東京,"Past 1, 10/20",
598,俺は小学生か？,"00:47:16,060","00:47:19,740",たき,東京,"Past 1, 10/20",
599,入れ替わりが途切れ、,"00:47:20,830","00:47:22,840",たき,田舎,"Past 1, 10/20",
600,電話は通じず、メールも届かず。,"00:47:22,840","00:47:26,030",たき,田舎,"Past 1, 10/20",
601,だから俺は直接、三葉に会いに行く事にした。,"00:47:26,030","00:47:30,350",たき,田舎,"Past 1, 10/20",
602,あいつに会ってみたかった。でも。,"00:47:30,350","00:47:34,060",たき,田舎,"Past 1, 10/20",
603,は、詳しい場所は分からない。,"00:47:34,060","00:47:38,910",奥寺,田舎,"Past 1, 10/20",
604,手がかりは町の風景だけ。,"00:47:38,910","00:47:41,500",奥寺,田舎,"Past 1, 10/20",
605,はい。,"00:47:41,500","00:47:42,620",たき,田舎,"Past 1, 10/20",
606,その子との連絡も取れない。,"00:47:42,620","00:47:50,250",奥寺,田舎,"Past 1, 10/20",
607,呆れた感じだな。感じじゃねぇ。,"00:47:50,250","00:47:53,010",司,田舎,"Past 1, 10/20",
608,まぁいいわ。,"00:47:53,010","00:47:54,330",奥寺,田舎,"Past 1, 10/20",
609,一緒に探して上げるわよ。,"00:47:54,330","00:47:56,330",奥寺,田舎,"Past 1, 10/20",
610,や、可愛い。,"00:47:56,330","00:47:58,670",奥寺,田舎,"Past 1, 10/20",
611,邪魔だな。,"00:47:59,220","00:48:00,690",たき,田舎,"Past 1, 10/20",
612,動いた！,"00:48:00,690","00:48:02,690",奥寺,田舎,"Past 1, 10/20",
613,やっぱ無理か。,"00:48:30,720","00:48:32,940",たき,田舎,"Past 1, 10/20",
614,え、私達の努力はどうなるの。,"00:48:32,940","00:48:36,920",奥寺,田舎,"Past 1, 10/20",
615,あ、何もやってないじゃん。,"00:48:39,410","00:48:41,970",たき,田舎,"Past 1, 10/20",
616,"高山ラメーン一つと。
高山ラメーン一つと。","00:48:45,090","00:48:48,350",司、奥寺,田舎,"Past 1, 10/20",Scene change
617,え、じゃ高山ラメーン一つ。,"00:48:48,350","00:48:51,200",たき,田舎,"Past 1, 10/20",  
618,ラメーン三丁。はいよ。,"00:48:51,200","00:48:54,330",店員さん,田舎,"Past 1, 10/20",
619,今日中に東京に戻れるかな。,"00:48:55,400","00:48:57,980",たき,田舎,"Past 1, 10/20",
620,まぁ、ぎりぎりかもな。,"00:48:57,980","00:49:00,080",司,田舎,"Past 1, 10/20",
621,調べるか。,"00:49:00,080","00:49:02,120",司,田舎,"Past 1, 10/20",
621,サンキュー。,"00:49:00,080","00:49:02,120",たき,田舎,"Past 1, 10/20",
622,瀧君、それでいいの？,"00:49:02,120","00:49:04,480",奥寺,田舎,"Past 1, 10/20",
623,何か、全然県都違いの事をしているような気がしてきて。,"00:49:06,980","00:49:11,500",たき,田舎,"Past 1, 10/20",
624,おや、お兄ちゃん、それ糸守やろう。,"00:49:15,460","00:49:19,450",店員さん,田舎,"Past 1, 10/20",Sketch
625,ようかけとるわ。なぁ、あんた。,"00:49:20,530","00:49:24,260",店員さん,田舎,"Past 1, 10/20",
626,あ、糸守やな。,"00:49:24,980","00:49:27,530",店主,田舎,"Past 1, 10/20",Realize Itomori
627,懐かしいな。,"00:49:27,530","00:49:28,970",店主,田舎,"Past 1, 10/20",
628,この人糸守出身やて。,"00:49:28,970","00:49:31,400",店員さん,田舎,"Past 1, 10/20",
629,糸守。,"00:49:31,400","00:49:33,210",たき,田舎,"Past 1, 10/20",
630,そうだ、糸守町。そうです。,"00:49:34,680","00:49:37,810",たき,田舎,"Past 1, 10/20",
631,この近くですよね。,"00:49:37,810","00:49:39,620",たき,田舎,"Past 1, 10/20",
632,あんた。糸守ってのは。,"00:49:39,620","00:49:42,510",店員さん、店主,田舎,"Past 1, 10/20",
633,糸守。まさか。,"00:49:42,510","00:49:44,510",司,田舎,"Past 1, 10/20",
634,もしかしてあの彗星の？,"00:49:44,510","00:49:48,380",奥寺,田舎,"Past 1, 10/20",Comet
635,本当に、この場所なの？,"00:50:38,260","00:50:40,780",奥寺,田舎,"Past 1, 10/20",Scene change // Climax
636,まさか、だから瀧の勘違いすよ。,"00:50:40,780","00:50:44,720",司,田舎,"Past 1, 10/20",
637,違う。間違いない。,"00:50:44,720","00:50:48,620",たき,田舎,"Past 1, 10/20",
638,この校庭、回りの山、,"00:50:48,620","00:50:51,280",たき,田舎,"Past 1, 10/20",
639,この高校だって、はっきり憶えてる。,"00:50:51,280","00:50:54,450",たき,田舎,"Past 1, 10/20",
640,そんなわけねぇだろう。,"00:50:54,450","00:50:56,450",司,田舎,"Past 1, 10/20",
641,三年前に何百人が死んだあの災害、,"00:50:56,450","00:50:59,260",司,田舎,"Past 1, 10/20",Realizes disaster
642,瀧だって憶えてるだろう。,"00:50:59,260","00:51:01,260",司,田舎,"Past 1, 10/20",Realizes disaster
643,死んだ。,"00:51:02,200","00:51:03,300",たき,田舎,"Past 1, 10/20",Realizes disaster
644,三年前。,"00:51:04,410","00:51:06,370",司,田舎,"Past 1, 10/20",
645,死んだ。,"00:51:06,370","00:51:08,000",司,田舎,"Past 1, 10/20",
646,まさか・・・だって、,"00:51:09,880","00:51:12,640",たき,田舎,"Past 1, 10/20",Comet
647,あいつの書いたメモだってちゃんと。,"00:51:12,640","00:51:16,130",たき,田舎,"Past 1, 10/20",???
648,消えてく。,"00:51:32,860","00:51:34,900",たき,田舎,"Past 1, 10/20",
649,１２００周期で太陽を回るティアマト彗星が、,"00:51:43,530","00:51:47,250",たき,田舎,"Past 1, 10/20",Scene change
650,地球に最接近したのは、三年前の１０月。,"00:51:47,250","00:51:51,320",たき,田舎,"Past 1, 10/20",Comet
651,近時点でそのかく落下だけでも、,"00:51:51,320","00:51:53,880",たい,田舎,"Past 1, 10/20",
652,誰も予想出来なかった。,"00:51:53,880","00:51:56,250",たき,田舎,"Past 1, 10/20",
653,割れた彗星の一部は隕石となって、,"00:52:03,310","00:52:06,000",たき,田舎,"Past 1, 10/20",
654,日本に落下。,"00:52:06,000","00:52:08,380",たき,田舎,"Past 1, 10/20",
655,その日は、ちょうど秋祭りの日だったみたい。,"00:52:08,380","00:52:13,080",奥寺,田舎,"Past 1, 10/20",
656,落下時点は、ここ。,"00:52:13,080","00:52:16,160",たき,田舎,"Past 1, 10/20",
657,８時４２分、祭りで人集まっている場所に、,"00:52:16,160","00:52:20,360",たき,田舎,"Past 1, 10/20",
658,ちょうど落ちたんだ。,"00:52:20,360","00:52:22,340",たき,田舎,"Past 1, 10/20",
659,町の三分の一、五百人以上が亡くなって、,"00:52:25,650","00:52:29,900",たき,田舎,"Past 1, 10/20",
660,今はもう糸守には誰も住んでいないそうだ。,"00:52:29,900","00:52:34,040",たき,田舎,"Past 1, 10/20",
661,勅使河原と、沙耶香。,"00:52:41,640","00:52:44,890",たき,田舎,"Past 1, 10/20",Realizes death
662,は！,"00:52:44,890","00:52:46,430",たき,田舎,"Past 1, 10/20",Realizes death
663,この子なの。,"00:52:49,660","00:52:51,230",奥寺,田舎,"Past 1, 10/20",Realizes death
664,絶対何かの間違いだよ。,"00:52:51,230","00:52:53,470",奥寺,田舎,"Past 1, 10/20",
665,だってこの人、三年前に亡くなってるのよ。,"00:52:53,470","00:52:56,400",奥寺,田舎,"Past 1, 10/20",
666,つい２、３週間か前に、彗星が見えるねって。,"00:52:56,400","00:53:01,170",たき,田舎,"Past 1, 10/20",Comet
667,こいつは俺に言ったんです。だから。,"00:53:01,170","00:53:03,660",たき,田舎,"Past 1, 10/20",
668,あんた今。,"00:53:03,660","00:53:05,660",おばあちゃん,田舎,"Past 1, 10/20",Grandma realizes
669,俺は。夢を見とるな。,"00:53:05,660","00:53:09,470",おばあちゃん,田舎,"Past 1, 10/20",Grandma realizes
670,俺は。,"00:53:09,470","00:53:11,660",たき,田舎,"Past 1, 10/20",
671,何を。,"00:53:12,820","00:53:14,190",たき,田舎,"Past 1, 10/20",
672,え、賑やかだね。,"00:53:28,170","00:53:30,210",奥寺,田舎,"Past 1, 10/20",Scene change
673,え、一部屋しか取れなくて、すみません。,"00:53:30,210","00:53:33,210",司,田舎,"Past 1, 10/20",
674,ううん、全然。,"00:53:33,210","00:53:35,650",奥寺,田舎,"Past 1, 10/20",
675,瀧君は。,"00:53:35,650","00:53:36,810",奥寺,田舎,"Past 1, 10/20",
676,まだ部屋で糸守の記事を読んでます。,"00:53:36,810","00:53:40,340",司,田舎,"Past 1, 10/20",
677,当時の新聞とか雑誌とか、手当たり次第って感じで。,"00:53:40,340","00:53:43,560",司,田舎,"Past 1, 10/20",
678,何？,"00:53:48,500","00:53:49,940",奥寺,田舎,"Past 1, 10/20",
679,いや、吸んですね。,"00:53:49,940","00:53:51,940",司,田舎,"Past 1, 10/20",
680,あ、やめてたんだけどね。,"00:53:51,940","00:53:55,400",奥寺,田舎,"Past 1, 10/20",
681,どう思います、あいつの話し？,"00:53:56,210","00:53:59,490",司,田舎,"Past 1, 10/20",
682,好きだったんだ、私。,"00:54:02,410","00:54:05,330",奥寺,田舎,"Past 1, 10/20",
683,ここ最近の瀧君。,"00:54:05,330","00:54:07,560",奥寺,田舎,"Past 1, 10/20",
684,前からいい子だったけど、最近は特に。,"00:54:07,560","00:54:11,790",奥寺,田舎,"Past 1, 10/20",
685,何か必死で可愛いくて。,"00:54:11,790","00:54:15,250",奥寺,田舎,"Past 1, 10/20",
686,瀧君の言ってる事は、やっぱりおかしいとは思うけど。,"00:54:16,400","00:54:20,760",奥寺,田舎,"Past 1, 10/20",
687,でもきっと、瀧君は誰かに出会って,"00:54:22,290","00:54:26,040",奥寺,田舎,"Past 1, 10/20",
688,その子が瀧君を変えたのよ。,"00:54:26,040","00:54:28,530",奥寺,田舎,"Past 1, 10/20",
689,それだけは、確か何じゃないかな。,"00:54:29,580","00:54:33,220",奥寺,田舎,"Past 1, 10/20",
690,全部、ただの夢。,"00:54:46,300","00:54:49,040",たき,田舎,"Past 1, 10/20",
691,景色に見覚えがあったのは、,"00:54:50,010","00:54:52,590",たき,田舎,"Past 1, 10/20",
692,三年前のニュースを無意識に憶えてるだから。,"00:54:52,590","00:54:56,200",たき,田舎,"Past 1, 10/20",
693,そうじゃなければ、幽霊、いや、,"00:54:57,020","00:55:01,330",たき,田舎,"Past 1, 10/20",
694,全部俺の、妄想。,"00:55:02,400","00:55:05,850",たき,田舎,"Past 1, 10/20",Doubts himself
695,あいつの名前、何だっけ。,"00:55:09,050","00:55:13,480",たき,田舎,"Past 1, 10/20",Forgets Mituha's name
696,司君、お風呂行ってくるって。,"00:55:15,680","00:55:18,580",奥寺,田舎,"Past 1, 10/20",
697,あ、先輩、あの、俺。,"00:55:18,580","00:55:22,490",たき,田舎,"Past 1, 10/20",
698,何か、おかしな事ばっか言ってて。,"00:55:22,490","00:55:25,770",たき,田舎,"Past 1, 10/20",
699,今日一日すみません。,"00:55:25,770","00:55:29,090",たき,田舎,"Past 1, 10/20",
700,ううん。,"00:55:32,120","00:55:33,500",奥寺,田舎,"Past 1, 10/20",
701,組紐だね、綺麗。,"00:55:36,690","00:55:39,630",奥寺,田舎,"Past 1, 10/20",String
702,瀧君のそれももしかして組紐。,"00:55:39,630","00:55:43,550",奥寺,田舎,"Past 1, 10/20",String
703,え、あ、これは確か、ずっと前に、人からもらって。,"00:55:43,550","00:55:49,690",たき,田舎,"Past 1, 10/20",Mituha's string
704,何となくお守りがわりに時々つけてて。,"00:55:49,690","00:55:54,210",たき,田舎,"Past 1, 10/20",Mituha's string
705,あ、誰から。,"00:55:56,300","00:55:58,090",たき,田舎,"Past 1, 10/20",Mituha's string
706,あ、お風呂、瀧君も入ってきたら。,"00:55:59,340","00:56:03,040",奥寺,田舎,"Past 1, 10/20",
707,はい、いえ。,"00:56:03,040","00:56:05,020",たき,田舎,"Past 1, 10/20",
708,俺、組紐を作る人に,"00:56:07,600","00:56:10,440",たき,田舎,"Past 1, 10/20",String
709,前に聞いた事があるんです。,"00:56:10,440","00:56:12,650",たき,田舎,"Past 1, 10/20",String
710,紐は時間の中でその物だって。,"00:56:12,650","00:56:15,570",たき,田舎,"Past 1, 10/20",String
711,ねじれたり絡まったり、戻ったり繋がったり、,"00:56:15,570","00:56:19,200",たき,田舎,"Past 1, 10/20",String
712,それが時間だって。,"00:56:19,200","00:56:21,970",たき,田舎,"Past 1, 10/20",String
713,あ。,"00:56:21,970","00:56:23,460",たき,田舎,"Past 1, 10/20",String
714,あの場所なら。,"00:56:23,460","00:56:25,410",たき,田舎,"Past 1, 10/20",Remembers mountain top
715,瀧君、,"00:56:51,450","00:56:52,890",みつは,田舎,"Past 1, 10/20",Memory // String
716,瀧君、,"00:56:53,370","00:56:54,640",みつは,田舎,"Past 1, 10/20",Memory // String
717,覚えて、ない。,"00:56:58,360","00:57:01,280",みつは,田舎,"Past 1, 10/20",Memory // String
718,瀧君。,"00:57:23,150","00:57:24,570",奥寺,田舎,"Past 1, 10/20",
719,弁当、上で食べや。,"00:57:47,480","00:57:50,210",店主,田舎,"Past 1, 10/21",Scene change
720,え？,"00:57:50,210","00:57:51,330",たき,田舎,"Past 1, 10/21",
721,あんたの書いた糸守、あれはよかった。,"00:57:51,330","00:57:55,640",店主,田舎,"Past 1, 10/21",
722,より集まって、形を作って、,"00:58:32,380","00:58:35,310",たき,田舎,"Past 1, 10/21",String
723,ねじれて絡まって時には戻って、,"00:58:35,310","00:58:39,210",たき,田舎,"Past 1, 10/21",String
724,また繋がって。,"00:58:39,210","00:58:41,210",たき,田舎,"Past 1, 10/21",String
725,それが結び。,"00:58:41,850","00:58:44,350",たき,田舎,"Past 1, 10/21",String
726,それが時間。,"00:58:44,350","00:58:47,240",たき,田舎,"Past 1, 10/21",String
727,あった。,"00:58:56,650","00:58:58,250",たき,田舎,"Past 1, 10/21",Finds mountain top
728,本当にあった。,"00:58:59,730","00:59:02,910",たき,田舎,"Past 1, 10/21",
729,夢じゃ、なかった。,"00:59:02,910","00:59:06,490",たき,田舎,"Past 1, 10/21",Believes himself again // Tears
730,ここから先は、あの世。,"00:59:36,340","00:59:39,380",たき,田舎,"Past 1, 10/21",
731,俺達が運んできた酒だ。,"01:00:02,500","01:00:05,250",たき,田舎,"Past 1, 10/21",Kuchikamizake
732,こっちが妹で、こっちが俺。,"01:00:06,570","01:00:10,620",たき,田舎,"Past 1, 10/21",Kuchikamizake
733,彗星が落ちる前、三年前のあいつと、,"01:00:12,500","01:00:17,500",たき,田舎,"Past 1, 10/21",Comet
734,俺は入れ替わってたって事か。,"01:00:17,500","01:00:20,380",たき,田舎,"Past 1, 10/21",Believes himself again
735,時間が、ズレてた。,"01:00:21,550","01:00:25,200",たき,田舎,"Past 1, 10/21",Realizes 3 year time gap
736,あいつの、半分。,"01:00:26,140","01:00:29,020",たき,田舎,"Past 1, 10/21",Kuchikamizake
737,結び、,"01:00:43,150","01:00:44,740",たき,田舎,"Past 1, 10/21",String
738,本当に、時間が戻るんなら、,"01:00:45,770","01:00:48,670",たき,田舎,"Past 1, 10/21",Kuchikamizake
739,もう一度だけ。,"01:00:49,940","01:00:52,010",たき,田舎,"Past 1, 10/21",Kuchikamizake
740,彗星。,"01:01:06,010","01:01:07,810",たき,田舎,"Past 1, 10/21",Comet
741,あなたの名前は、三葉。,"01:02:12,640","01:02:15,580",みつは母,田舎,Flashback,String // Comet // Family relationship
742,二人は、お父さんの宝物だ。,"01:02:21,920","01:02:24,690",みつは父,田舎,Flashback,Family relationship
743,あなた、お姉ちゃんになったのよ。,"01:02:24,690","01:02:27,600",みつは母,田舎,Flashback,Family relationship
744,ごめんね、皆。,"01:02:29,260","01:02:32,420",みつは母,田舎,Flashback,
745,お父さん、お母さんいつ帰ってくる。,"01:02:33,860","01:02:38,300",よつは,田舎,Flashback,
746,救えなかった。,"01:02:38,300","01:02:39,820",みつは父,田舎,Flashback,Family relationship
747,あんたがそんなんでどうする。,"01:02:39,820","01:02:41,870",おばあちゃん,田舎,Flashback,
748,神社など続けたどころで。,"01:02:41,870","01:02:43,490",みつは父,田舎,Flashback,Shrine
749,向こう養子が何をいう。,"01:02:43,520","01:02:45,150",おばあちゃん,田舎,Flashback,Family relationship
750,僕が愛したのは二葉です。,"01:02:45,150","01:02:47,150",みつは父,田舎,Flashback,Family relationship
751,宮水神社じゃない。,"01:02:47,150","01:02:50,080",おばあちゃん,田舎,Flashback,Family relationship
751,出で行け。,"01:02:47,150","01:02:50,080",おばあちゃん,田舎,Flashback,Family relationship
752,三葉、ヨツハ、,"01:02:52,000","01:02:54,560",おばあちゃん,田舎,Flashback,Family relationship
753,今日からずっと婆ちゃんと一緒にやてな。,"01:02:54,560","01:02:58,400",おばあちゃん,田舎,Flashback,Family relationship // String
754,お前は誰だって、あなたこそ誰よ。,"01:03:02,440","01:03:05,550",みつは,田舎,"Flashback // Past 2, 9/3","Permanent marker (""Mituha"")"
755,自惚れんといてよね。,"01:03:05,550","01:03:07,290",みつは,田舎,Flashback,"Permanent marker (""aho"")"
756,彼女をもらぬくせに。,"01:03:07,290","01:03:09,060",みつは,田舎,Flashback,String
757,いいな、今頃二人は一緒か。,"01:03:09,060","01:03:12,520",みつは,田舎,"Flashback // Past 2, 10/3",Tears
758,ちょっと東京行ってくる。,"01:03:13,820","01:03:16,600",みつは,田舎,"Flashback // Past 2, 10/3",
759,ちょっと姉ちゃん。,"01:03:16,600","01:03:19,360",よつは,田舎,"Flashback // Past 2, 10/3",String
760,お婆ちゃん、お願いがあるんやけど。,"01:03:20,660","01:03:24,270",みつは,田舎,"Flashback // Past 2, 10/3",
761,そうか、彗星。,"01:03:25,240","01:03:27,820",みつは,田舎,"Flashback // Past 2, 10/4",Comet
762,今日が一番明るく見えるんやっけ。,"01:03:27,820","01:03:31,540",みつは,田舎,"Flashback // Past 2, 10/4",String
763,三葉、そこにいちゃダメだ。,"01:03:31,540","01:03:34,480",たき,田舎,Flashback,String
